id,type,a,b,c,d,e
0239,smd,-,-,-,-,-
0240,smd,-,-,-,-,-
0241,smd,-,-,-,-,-
0242,smd,-,-,-,-,-
0243,smd,-,-,-,-,-
0244,smd,-,-,-,-,-
0245,smd,1912,-,-,-,-
0246,smd,-,-,-,-,-
0247,smd,-,-,-,-,-
0248,smd,-,-,-,-,-
0249,smd,-,-,-,-,-
0250,smd,-,-,-,-,-
0251,smd,-,-,-,-,-
0252,smd,-,-,-,-,-
0253,smd,-,-,-,-,-
0254,smd,-,-,-,-,-
0255,smd,-,-,-,-,-
0256,smd,180,-,-,-,-
0257,smd,-,-,-,-,-
0258,smd,-,-,-,-,-
0259,smd,240,-,-,-,-
0260,smd,-,-,-,-,-
0261,smd,-,-,-,-,-
0262,smd,-,-,-,-,-
0263,smd,-,-,-,-,-
0264,smd,-,-,-,-,-
0265,smd,-,-,-,-,-
0266,smd,-,-,-,-,-
0267,smd,-,-,-,-,-
0268,smd,-,-,-,-,-
0269,smd,-,-,-,-,-
0270,smd,-,-,-,-,-
0271,smd,161,-,-,-,-
0272,smd,-,-,-,-,-
0273,smd,-,-,-,-,-
0274,smd,-,-,-,-,-
0275,smd,-,-,-,-,-
0276,smd,-,-,-,-,-
0277,smd,-,-,-,-,-
0278,smd,-,-,-,-,-
0279,smd,-,-,-,-,-
0280,smd,-,-,-,-,-
0281,smd,-,-,-,-,-
0282,smd,-,-,-,-,-
0283,smd,-,-,-,-,-
0284,smd,-,-,-,-,-
0285,smd,-,-,-,-,-
0286,smd,2203,-,-,-,-
0287,smd,-,-,-,-,-
0288,smd,-,-,-,-,-
0289,smd,-,-,-,-,-
0290,smd,-,-,-,-,-
0291,smd,1331,-,-,-,-
0292,smd,-,-,-,-,-
0293,smd,821,-,-,-,-
0294,smd,-,-,-,-,-
0295,smd,-,-,-,-,-
0296,smd,304,-,-,-,-
0297,smd,-,-,-,-,-
0298,smd,-,-,-,-,-
0299,smd,-,-,-,-,-
0300,smd,-,-,-,-,-
0301,smd,-,-,-,-,-
0302,smd,-,-,-,-,-
0303,smd,-,-,-,-,-
0304,smd,-,-,-,-,-
0305,smd,-,-,-,-,-
0306,smd,1691,-,-,-,-
0307,smd,-,-,-,-,-
0308,smd,-,-,-,-,-
0309,smd,-,-,-,-,-
0310,smd,-,-,-,-,-
0311,smd,-,-,-,-,-
0312,smd,-,-,-,-,-
0313,smd,512,-,-,-,-
0314,smd,-,-,-,-,-
0315,smd,-,-,-,-,-
0316,smd,-,-,-,-,-
0317,smd,-,-,-,-,-
0318,smd,475,-,-,-,-
0319,smd,-,-,-,-,-
0320,smd,-,-,-,-,-
0321,smd,-,-,-,-,-
0322,smd,-,-,-,-,-
0323,smd,-,-,-,-,-
0324,smd,-,-,-,-,-
0325,smd,-,-,-,-,-
0326,smd,5104,-,-,-,-
0327,smd,-,-,-,-,-
0328,smd,-,-,-,-,-
0329,smd,-,-,-,-,-
0330,smd,-,-,-,-,-
0331,smd,-,-,-,-,-
0332,smd,-,-,-,-,-
0333,smd,-,-,-,-,-
0334,smd,0059,-,-,-,-
0335,smd,-,-,-,-,-
0336,smd,-,-,-,-,-
0337,smd,-,-,-,-,-
0338,smd,-,-,-,-,-
0339,smd,-,-,-,-,-
0340,smd,-,-,-,-,-
0341,smd,081,-,-,-,-
0342,smd,-,-,-,-,-
0343,smd,-,-,-,-,-
0344,smd,-,-,-,-,-
0345,smd,-,-,-,-,-
0346,smd,-,-,-,-,-
0347,smd,-,-,-,-,-
0348,smd,-,-,-,-,-
0349,smd,-,-,-,-,-
0350,smd,360,-,-,-,-
0351,smd,-,-,-,-,-
0352,smd,-,-,-,-,-
0353,smd,-,-,-,-,-
0354,smd,-,-,-,-,-
0355,smd,2102,-,-,-,-
0356,smd,-,-,-,-,-
0357,smd,-,-,-,-,-
0358,smd,-,-,-,-,-
0359,smd,-,-,-,-,-
0360,smd,475,-,-,-,-
0361,smd,-,-,-,-,-
0362,smd,1602,-,-,-,-
0363,smd,-,-,-,-,-
0364,smd,-,-,-,-,-
0365,smd,1870,-,-,-,-
0366,smd,-,-,-,-,-
0367,smd,-,-,-,-,-
0368,smd,-,-,-,-,-
0369,smd,-,-,-,-,-
0370,smd,-,-,-,-,-
0371,smd,-,-,-,-,-
0372,smd,-,-,-,-,-
0373,smd,-,-,-,-,-
0374,smd,-,-,-,-,-
0375,smd,-,-,-,-,-
0376,smd,202,-,-,-,-
0377,smd,-,-,-,-,-
0378,smd,-,-,-,-,-
0379,smd,-,-,-,-,-
0380,smd,-,-,-,-,-
0381,smd,-,-,-,-,-
0382,smd,-,-,-,-,-
0383,smd,-,-,-,-,-
0384,smd,-,-,-,-,-
0385,smd,-,-,-,-,-
0386,smd,223,-,-,-,-
0387,smd,2000,-,-,-,-
0388,smd,1541,-,-,-,-
0389,smd,-,-,-,-,-
0390,smd,-,-,-,-,-
0391,smd,-,-,-,-,-
0392,smd,-,-,-,-,-
0393,smd,-,-,-,-,-
0394,smd,-,-,-,-,-
0395,smd,-,-,-,-,-
0396,smd,-,-,-,-,-
0397,smd,-,-,-,-,-
0398,smd,-,-,-,-,-
0399,smd,-,-,-,-,-
0400,smd,-,-,-,-,-
0401,smd,-,-,-,-,-
0402,smd,-,-,-,-,-
0403,smd,-,-,-,-,-
0404,smd,201,-,-,-,-
0405,smd,-,-,-,-,-
0406,smd,-,-,-,-,-
0407,smd,-,-,-,-,-
0408,smd,-,-,-,-,-
0409,smd,-,-,-,-,-
0410,smd,-,-,-,-,-
0411,smd,620,-,-,-,-
0412,smd,-,-,-,-,-
0413,smd,-,-,-,-,-
0414,smd,-,-,-,-,-
0415,smd,-,-,-,-,-
0416,smd,1823,-,-,-,-
0417,smd,-,-,-,-,-
0418,smd,-,-,-,-,-
0419,smd,-,-,-,-,-
0420,smd,-,-,-,-,-
0421,smd,-,-,-,-,-
0422,smd,-,-,-,-,-
0423,smd,-,-,-,-,-
0424,smd,-,-,-,-,-
0425,smd,1133,-,-,-,-
0426,smd,-,-,-,-,-
0427,smd,22R6,-,-,-,-
0428,smd,-,-,-,-,-
0429,smd,-,-,-,-,-
0430,smd,-,-,-,-,-
0431,smd,-,-,-,-,-
0432,smd,-,-,-,-,-
0433,smd,-,-,-,-,-
0434,smd,1424,-,-,-,-
0435,smd,-,-,-,-,-
0436,smd,161,-,-,-,-
0437,smd,-,-,-,-,-
0438,smd,-,-,-,-,-
0439,smd,-,-,-,-,-
0440,smd,-,-,-,-,-
0441,smd,-,-,-,-,-
0442,smd,1873,-,-,-,-
0443,smd,-,-,-,-,-
0444,smd,2554,-,-,-,-
0445,smd,-,-,-,-,-
0446,smd,-,-,-,-,-
0447,smd,-,-,-,-,-
0448,smd,-,-,-,-,-
0449,smd,-,-,-,-,-
0450,smd,-,-,-,-,-
0451,smd,1001,-,-,-,-
0452,smd,-,-,-,-,-
0453,smd,200,-,-,-,-
0454,smd,-,-,-,-,-
0455,smd,-,-,-,-,-
0456,smd,-,-,-,-,-
0457,smd,-,-,-,-,-
0458,smd,435,-,-,-,-
0459,smd,-,-,-,-,-
0460,smd,-,-,-,-,-
0461,smd,-,-,-,-,-
0462,smd,-,-,-,-,-
0463,smd,-,-,-,-,-
0464,smd,-,-,-,-,-
0465,smd,393,-,-,-,-
0466,smd,-,-,-,-,-
0467,smd,-,-,-,-,-
0468,smd,-,-,-,-,-
0469,smd,-,-,-,-,-
0470,smd,34R8,-,-,-,-
0471,smd,-,-,-,-,-
0472,smd,-,-,-,-,-
0473,smd,-,-,-,-,-
0474,smd,-,-,-,-,-
0475,smd,-,-,-,-,-
0476,smd,-,-,-,-,-
0477,smd,-,-,-,-,-
0478,smd,-,-,-,-,-
0479,smd,-,-,-,-,-
0480,smd,-,-,-,-,-
0481,smd,-,-,-,-,-
0482,smd,911,-,-,-,-
0483,smd,-,-,-,-,-
0484,smd,-,-,-,-,-
0485,smd,-,-,-,-,-
0486,smd,-,-,-,-,-
0487,smd,-,-,-,-,-
0488,smd,-,-,-,-,-
0489,smd,-,-,-,-,-
0490,smd,182,-,-,-,-
0491,smd,-,-,-,-,-
0492,smd,-,-,-,-,-
0493,smd,-,-,-,-,-
0494,smd,-,-,-,-,-
0495,smd,-,-,-,-,-
0496,smd,-,-,-,-,-
0497,smd,-,-,-,-,-
0498,smd,9762,-,-,-,-
0499,smd,121,-,-,-,-
0500,smd,-,-,-,-,-
0501,smd,-,-,-,-,-
0502,smd,-,-,-,-,-
0503,smd,-,-,-,-,-
0504,smd,-,-,-,-,-
0505,smd,-,-,-,-,-
0506,smd,-,-,-,-,-
0507,smd,245,-,-,-,-
0508,smd,-,-,-,-,-
0509,smd,-,-,-,-,-
0510,smd,-,-,-,-,-
0511,smd,-,-,-,-,-
0512,smd,132,-,-,-,-
0513,smd,-,-,-,-,-
0514,smd,-,-,-,-,-
0515,smd,-,-,-,-,-
0516,smd,-,-,-,-,-
0517,smd,-,-,-,-,-
0518,smd,-,-,-,-,-
0519,smd,-,-,-,-,-
0520,smd,-,-,-,-,-
0521,smd,-,-,-,-,-
0522,smd,-,-,-,-,-
0523,smd,332,-,-,-,-
0524,smd,-,-,-,-,-
0525,smd,-,-,-,-,-
0526,smd,-,-,-,-,-
0527,smd,-,-,-,-,-
0528,smd,-,-,-,-,-
0529,smd,-,-,-,-,-
0530,smd,-,-,-,-,-
0531,smd,-,-,-,-,-
0532,smd,-,-,-,-,-
0533,smd,-,-,-,-,-
0534,smd,-,-,-,-,-
0535,smd,-,-,-,-,-
0536,smd,-,-,-,-,-
0537,smd,-,-,-,-,-
0538,smd,-,-,-,-,-
0539,smd,-,-,-,-,-
0540,smd,-,-,-,-,-
0541,smd,-,-,-,-,-
0542,smd,-,-,-,-,-
0543,smd,-,-,-,-,-
0544,smd,-,-,-,-,-
0545,smd,160,-,-,-,-
0546,smd,131,-,-,-,-
0547,smd,-,-,-,-,-
0548,smd,-,-,-,-,-
0549,smd,621,-,-,-,-
0550,smd,-,-,-,-,-
0551,smd,1374,-,-,-,-
0552,smd,-,-,-,-,-
0553,smd,-,-,-,-,-
0554,smd,-,-,-,-,-
0555,smd,-,-,-,-,-
0556,smd,-,-,-,-,-
0557,smd,-,-,-,-,-
0558,smd,-,-,-,-,-
0559,smd,-,-,-,-,-
0560,smd,-,-,-,-,-
0561,smd,-,-,-,-,-
0562,smd,-,-,-,-,-
0563,smd,-,-,-,-,-
0564,smd,5113,-,-,-,-
0565,smd,-,-,-,-,-
0566,smd,-,-,-,-,-
0567,smd,-,-,-,-,-
0568,smd,-,-,-,-,-
0569,smd,-,-,-,-,-
0570,smd,-,-,-,-,-
0571,smd,-,-,-,-,-
0572,smd,8452,-,-,-,-
0573,smd,-,-,-,-,-
0574,smd,-,-,-,-,-
0575,smd,249,-,-,-,-
0576,smd,-,-,-,-,-
0577,smd,-,-,-,-,-
0578,smd,-,-,-,-,-
0579,smd,-,-,-,-,-
0580,smd,-,-,-,-,-
0581,smd,-,-,-,-,-
0582,smd,-,-,-,-,-
0583,smd,-,-,-,-,-
0584,smd,-,-,-,-,-
0585,smd,6803,-,-,-,-
0586,smd,-,-,-,-,-
0587,smd,-,-,-,-,-
0588,smd,-,-,-,-,-
0589,smd,-,-,-,-,-
0590,smd,-,-,-,-,-
0591,smd,-,-,-,-,-
0592,smd,-,-,-,-,-
0593,smd,-,-,-,-,-
0594,smd,434,-,-,-,-
0595,smd,-,-,-,-,-
0596,smd,-,-,-,-,-
0597,smd,9763,-,-,-,-
0598,smd,-,-,-,-,-
0599,smd,-,-,-,-,-
0600,smd,-,-,-,-,-
0601,smd,-,-,-,-,-
0602,smd,-,-,-,-,-
0603,smd,205,-,-,-,-
0604,smd,-,-,-,-,-
0605,smd,435,-,-,-,-
0606,smd,-,-,-,-,-
0607,smd,-,-,-,-,-
0608,smd,-,-,-,-,-
0609,smd,2465,-,-,-,-
0610,smd,-,-,-,-,-
0611,smd,-,-,-,-,-
0612,smd,1540,-,-,-,-
0613,smd,-,-,-,-,-
0614,smd,-,-,-,-,-
0615,smd,-,-,-,-,-
0616,smd,-,-,-,-,-
0617,smd,-,-,-,-,-
0618,smd,-,-,-,-,-
0619,smd,-,-,-,-,-
0620,smd,-,-,-,-,-
0621,smd,-,-,-,-,-
0622,smd,-,-,-,-,-
0623,smd,102,-,-,-,-
0624,smd,-,-,-,-,-
0625,smd,11R5,-,-,-,-
0626,smd,-,-,-,-,-
0627,smd,-,-,-,-,-
0628,smd,-,-,-,-,-
0629,smd,-,-,-,-,-
0630,smd,-,-,-,-,-
0631,smd,-,-,-,-,-
0632,smd,-,-,-,-,-
0633,smd,-,-,-,-,-
0634,smd,-,-,-,-,-
0635,smd,0916,-,-,-,-
0636,smd,-,-,-,-,-
0637,smd,44R2,-,-,-,-
0638,smd,-,-,-,-,-
0639,smd,-,-,-,-,-
0640,smd,-,-,-,-,-
0641,smd,-,-,-,-,-
0642,smd,-,-,-,-,-
0643,smd,-,-,-,-,-
0644,smd,-,-,-,-,-
0645,smd,-,-,-,-,-
0646,smd,-,-,-,-,-
0647,smd,-,-,-,-,-
0648,smd,-,-,-,-,-
0649,smd,-,-,-,-,-
0650,smd,473,-,-,-,-
0651,smd,-,-,-,-,-
0652,smd,45R3,-,-,-,-
0653,smd,393,-,-,-,-
0654,smd,-,-,-,-,-
0655,smd,8321,-,-,-,-
0656,smd,-,-,-,-,-
0657,smd,-,-,-,-,-
0658,smd,-,-,-,-,-
0659,smd,-,-,-,-,-
0660,smd,-,-,-,-,-
0661,smd,-,-,-,-,-
0662,smd,-,-,-,-,-
0663,smd,-,-,-,-,-
0664,smd,-,-,-,-,-
0665,smd,-,-,-,-,-
0666,smd,-,-,-,-,-
0667,smd,-,-,-,-,-
0668,smd,2214,-,-,-,-
0669,smd,-,-,-,-,-
0670,smd,621,-,-,-,-
0671,smd,-,-,-,-,-
0672,smd,5360,-,-,-,-
0673,smd,-,-,-,-,-
0674,smd,-,-,-,-,-
0675,smd,-,-,-,-,-
0676,smd,-,-,-,-,-
0677,smd,-,-,-,-,-
0678,smd,-,-,-,-,-
0679,smd,-,-,-,-,-
0680,smd,1430,-,-,-,-
0681,smd,-,-,-,-,-
0682,smd,-,-,-,-,-
0683,smd,-,-,-,-,-
0684,smd,-,-,-,-,-
0685,smd,-,-,-,-,-
0686,smd,-,-,-,-,-
0687,smd,564,-,-,-,-
0688,smd,-,-,-,-,-
0689,smd,-,-,-,-,-
0690,smd,-,-,-,-,-
0691,smd,-,-,-,-,-
0692,smd,-,-,-,-,-
0693,smd,-,-,-,-,-
0694,smd,-,-,-,-,-
0695,smd,-,-,-,-,-
0696,smd,-,-,-,-,-
0697,smd,-,-,-,-,-
0698,smd,-,-,-,-,-
0699,smd,-,-,-,-,-
0700,smd,-,-,-,-,-
0701,smd,-,-,-,-,-
0702,smd,-,-,-,-,-
0703,smd,-,-,-,-,-
0704,smd,1370,-,-,-,-
0705,smd,-,-,-,-,-
0706,smd,-,-,-,-,-
0707,smd,-,-,-,-,-
0708,smd,-,-,-,-,-
0709,smd,-,-,-,-,-
0710,smd,561,-,-,-,-
0711,smd,2102,-,-,-,-
0712,smd,-,-,-,-,-
0713,smd,-,-,-,-,-
0714,smd,-,-,-,-,-
0715,smd,-,-,-,-,-
0716,smd,-,-,-,-,-
0717,smd,-,-,-,-,-
0718,smd,1543,-,-,-,-
0719,smd,-,-,-,-,-
0720,smd,-,-,-,-,-
0721,smd,-,-,-,-,-
0722,smd,-,-,-,-,-
0723,smd,185,-,-,-,-
0724,smd,-,-,-,-,-
0725,smd,-,-,-,-,-
0726,smd,-,-,-,-,-
0727,smd,-,-,-,-,-
0728,smd,-,-,-,-,-
0729,smd,-,-,-,-,-
0730,smd,-,-,-,-,-
0731,smd,-,-,-,-,-
0732,smd,-,-,-,-,-
0733,smd,-,-,-,-,-
0734,smd,-,-,-,-,-
0735,smd,-,-,-,-,-
0736,smd,5621,-,-,-,-
0737,smd,-,-,-,-,-
0738,smd,-,-,-,-,-
0739,smd,-,-,-,-,-
0740,smd,-,-,-,-,-
0741,smd,-,-,-,-,-
0742,smd,-,-,-,-,-
0743,smd,915,-,-,-,-
0744,smd,-,-,-,-,-
0745,smd,-,-,-,-,-
0746,smd,155,-,-,-,-
0747,smd,-,-,-,-,-
0748,smd,-,-,-,-,-
0749,smd,-,-,-,-,-
0750,smd,-,-,-,-,-
0751,smd,-,-,-,-,-
0752,smd,3001,-,-,-,-
0753,smd,-,-,-,-,-
0754,smd,151,-,-,-,-
0755,smd,-,-,-,-,-
0756,smd,6192,-,-,-,-
0757,smd,301,-,-,-,-
0758,smd,-,-,-,-,-
0759,smd,-,-,-,-,-
0760,smd,-,-,-,-,-
0761,smd,1583,-,-,-,-
0762,smd,-,-,-,-,-
0763,smd,-,-,-,-,-
0764,smd,-,-,-,-,-
0765,smd,681,-,-,-,-
0766,smd,754,-,-,-,-
0767,smd,514,-,-,-,-
0768,smd,-,-,-,-,-
0769,smd,-,-,-,-,-
0770,smd,-,-,-,-,-
0771,smd,-,-,-,-,-
0772,smd,-,-,-,-,-
0773,smd,-,-,-,-,-
0774,smd,-,-,-,-,-
0775,smd,-,-,-,-,-
0776,smd,-,-,-,-,-
0777,smd,-,-,-,-,-
0778,smd,7680,-,-,-,-
0779,smd,565,-,-,-,-
0780,smd,-,-,-,-,-
0781,smd,165,-,-,-,-
0782,smd,-,-,-,-,-
0783,smd,-,-,-,-,-
0784,smd,-,-,-,-,-
0785,smd,-,-,-,-,-
0786,smd,-,-,-,-,-
0787,smd,-,-,-,-,-
0788,smd,-,-,-,-,-
0789,smd,-,-,-,-,-
0790,smd,-,-,-,-,-
0791,smd,-,-,-,-,-
0792,smd,-,-,-,-,-
0793,smd,-,-,-,-,-
0794,smd,-,-,-,-,-
0795,smd,-,-,-,-,-
0796,smd,-,-,-,-,-
0797,smd,-,-,-,-,-
0798,smd,-,-,-,-,-
0799,smd,-,-,-,-,-
0800,smd,-,-,-,-,-
0801,smd,-,-,-,-,-
0802,smd,-,-,-,-,-
0803,smd,-,-,-,-,-
0804,smd,-,-,-,-,-
0805,smd,-,-,-,-,-
0806,smd,-,-,-,-,-
0807,smd,-,-,-,-,-
0808,smd,-,-,-,-,-
0809,smd,-,-,-,-,-
0810,smd,-,-,-,-,-
0811,smd,-,-,-,-,-
0812,smd,-,-,-,-,-
0813,smd,-,-,-,-,-
0814,smd,-,-,-,-,-
0815,smd,-,-,-,-,-
0816,smd,-,-,-,-,-
0817,smd,1542,-,-,-,-
0818,smd,-,-,-,-,-
0819,smd,-,-,-,-,-
0820,smd,0606,-,-,-,-
0821,smd,-,-,-,-,-
0822,smd,-,-,-,-,-
0823,smd,-,-,-,-,-
0824,smd,-,-,-,-,-
0825,smd,-,-,-,-,-
0826,smd,-,-,-,-,-
0827,smd,-,-,-,-,-
0828,smd,-,-,-,-,-
0829,smd,-,-,-,-,-
0830,smd,-,-,-,-,-
0831,smd,-,-,-,-,-
0832,smd,621,-,-,-,-
0833,smd,-,-,-,-,-
0834,smd,-,-,-,-,-
0835,smd,8454,-,-,-,-
0836,smd,-,-,-,-,-
0837,smd,-,-,-,-,-
0838,smd,-,-,-,-,-
0839,smd,-,-,-,-,-
0840,smd,-,-,-,-,-
0841,smd,-,-,-,-,-
0842,smd,-,-,-,-,-
0843,smd,-,-,-,-,-
0844,smd,-,-,-,-,-
0845,smd,-,-,-,-,-
0846,smd,-,-,-,-,-
0847,smd,-,-,-,-,-
0848,smd,-,-,-,-,-
0849,smd,868,-,-,-,-
0850,smd,-,-,-,-,-
0851,smd,-,-,-,-,-
0852,smd,-,-,-,-,-
0853,smd,-,-,-,-,-
0854,smd,-,-,-,-,-
0855,smd,-,-,-,-,-
0856,smd,-,-,-,-,-
0857,smd,-,-,-,-,-
0858,smd,-,-,-,-,-
0859,smd,-,-,-,-,-
0860,smd,-,-,-,-,-
0861,smd,-,-,-,-,-
0862,smd,-,-,-,-,-
0863,smd,-,-,-,-,-
0864,smd,-,-,-,-,-
0865,smd,-,-,-,-,-
0866,smd,-,-,-,-,-
0867,smd,-,-,-,-,-
